-256,0,-256
-252,0,-256
-248,0,-256
-244,0,-256
-240,0,-256
-236,0,-256
-232,0,-256
-228,0,-256
-224,0,-256
-220,0,-256
-216,0,-256
-212,0,-256
-208,0,-256
-204,0,-256
-200,0,-256
-196,0,-256
-192,0,-256
-188,0,-256
-184,0,-256
-180,0,-256
-176,0,-256
-172,0,-256
-168,0,-256
-164,0,-256
-160,0,-256
-156,0,-256
-152,0,-256
-148,0,-256
-144,0,-256
-140,0,-256
-136,0,-256
-132,0,-256
-128,0,-256
-124,0,-256
-120,0,-256
-116,0,-256
-112,0,-256
-108,0,-256
-104,0,-256
-100,0,-256
-96,0,-256
-92,0,-256
-88,0,-256
-84,0,-256
-80,0,-256
-76,0,-256
-72,0,-256
-68,0,-256
-64,0,-256
-60,0,-256
-56,0,-256
-52,0,-256
-48,0,-256
-44,0,-256
-40,0,-256
-36,0,-256
-32,0,-256
-28,0,-256
-24,0,-256
-20,0,-256
-16,0,-256
-12,0,-256
-8,0,-256
-4,0,-256
0,0,-256
4,0,-256
8,0,-256
12,0,-256
16,0,-256
20,0,-256
24,0,-256
28,0,-256
32,0,-256
36,0,-256
40,0,-256
44,0,-256
48,0,-256
52,0,-256
56,0,-256
60,0,-256
64,0,-256
68,0,-256
72,0,-256
76,0,-256
80,0,-256
84,0,-256
88,0,-256
92,0,-256
96,0,-256
100,0,-256
104,0,-256
108,0,-256
112,0,-256
116,0,-256
120,0,-256
124,0,-256
128,0,-256
132,0,-256
136,0,-256
140,0,-256
144,0,-256
148,0,-256
152,0,-256
156,0,-256
160,0,-256
164,0,-256
168,0,-256
172,0,-256
176,0,-256
180,0,-256
184,0,-256
188,0,-256
192,0,-256
196,0,-256
200,0,-256
204,0,-256
208,0,-256
212,0,-256
216,0,-256
220,0,-256
224,0,-256
228,0,-256
232,0,-256
236,0,-256
240,0,-256
244,0,-256
248,0,-256
252,0,-256
-256,0,-252
-252,0,-252
-248,0,-252
-244,0,-252
-240,0,-252
-236,0,-252
-232,0,-252
-228,0,-252
-224,0,-252
-220,0,-252
-216,0,-252
-212,0,-252
-208,0,-252
-204,0,-252
-200,0,-252
-196,0,-252
-192,0,-252
-188,0,-252
-184,0,-252
-180,0,-252
-176,0,-252
-172,0,-252
-168,0,-252
-164,0,-252
-160,0,-252
-156,0,-252
-152,0,-252
-148,0,-252
-144,0,-252
-140,0,-252
-136,0,-252
-132,0,-252
-128,0,-252
-124,0,-252
-120,0,-252
-116,0,-252
-112,0,-252
-108,0,-252
-104,0,-252
-100,0,-252
-96,0,-252
-92,0,-252
-88,0,-252
-84,0,-252
-80,0,-252
-76,0,-252
-72,0,-252
-68,0,-252
-64,0,-252
-60,0,-252
-56,0,-252
-52,0,-252
-48,0,-252
-44,0,-252
-40,0,-252
-36,0,-252
-32,0,-252
-28,0,-252
-24,0,-252
-20,0,-252
-16,0,-252
-12,0,-252
-8,0,-252
-4,0,-252
0,0,-252
4,0,-252
8,0,-252
12,0,-252
16,0,-252
20,0,-252
24,0,-252
28,0,-252
32,0,-252
36,0,-252
40,0,-252
44,0,-252
48,0,-252
52,0,-252
56,0,-252
60,0,-252
64,0,-252
68,0,-252
72,0,-252
76,0,-252
80,0,-252
84,0,-252
88,0,-252
92,0,-252
96,0,-252
100,0,-252
104,0,-252
108,0,-252
112,0,-252
116,0,-252
120,0,-252
124,0,-252
128,0,-252
132,0,-252
136,0,-252
140,0,-252
144,0,-252
148,0,-252
152,0,-252
156,0,-252
160,0,-252
164,0,-252
168,0,-252
172,0,-252
176,0,-252
180,0,-252
184,0,-252
188,0,-252
192,0,-252
196,0,-252
200,0,-252
204,0,-252
208,0,-252
212,0,-252
216,0,-252
220,0,-252
224,0,-252
228,0,-252
232,0,-252
236,0,-252
240,0,-252
244,0,-252
248,0,-252
252,0,-252
-256,0,-248
-252,0,-248
-248,0,-248
-244,0,-248
-240,0,-248
-236,0,-248
-232,0,-248
-228,0,-248
-224,0,-248
-220,0,-248
-216,0,-248
-212,0,-248
-208,0,-248
-204,0,-248
-200,0,-248
-196,0,-248
-192,0,-248
-188,0,-248
-184,0,-248
-180,0,-248
-176,0,-248
-172,0,-248
-168,0,-248
-164,0,-248
-160,0,-248
-156,0,-248
-152,0,-248
-148,0,-248
-144,0,-248
-140,0,-248
-136,0,-248
-132,0,-248
-128,0,-248
-124,0,-248
-120,0,-248
-116,0,-248
-112,0,-248
-108,0,-248
-104,0,-248
-100,0,-248
-96,0,-248
-92,0,-248
-88,0,-248
-84,0,-248
-80,0,-248
-76,0,-248
-72,0,-248
-68,0,-248
-64,0,-248
-60,0,-248
-56,0,-248
-52,0,-248
-48,0,-248
-44,0,-248
-40,0,-248
-36,0,-248
-32,0,-248
-28,0,-248
-24,0,-248
-20,0,-248
-16,0,-248
-12,0,-248
-8,0,-248
-4,0,-248
0,0,-248
4,0,-248
8,0,-248
12,0,-248
16,0,-248
20,0,-248
24,0,-248
28,0,-248
32,0,-248
36,0,-248
40,0,-248
44,0,-248
48,0,-248
52,0,-248
56,0,-248
60,0,-248
64,0,-248
68,0,-248
72,0,-248
76,0,-248
80,0,-248
84,0,-248
88,0,-248
92,0,-248
96,0,-248
100,0,-248
104,0,-248
108,0,-248
112,0,-248
116,0,-248
120,0,-248
124,0,-248
128,0,-248
132,0,-248
136,0,-248
140,0,-248
144,0,-248
148,0,-248
152,0,-248
156,0,-248
160,0,-248
164,0,-248
168,0,-248
172,0,-248
176,0,-248
180,0,-248
184,0,-248
188,0,-248
192,0,-248
196,0,-248
200,0,-248
204,0,-248
208,0,-248
212,0,-248
216,0,-248
220,0,-248
224,0,-248
228,0,-248
232,0,-248
236,0,-248
240,0,-248
244,0,-248
248,0,-248
252,0,-248
-256,0,-244
-252,0,-244
-248,0,-244
-244,0,-244
-240,0,-244
-236,0,-244
-232,0,-244
-228,0,-244
-224,0,-244
-220,0,-244
-216,0,-244
-212,0,-244
-208,0,-244
-204,0,-244
-200,0,-244
-196,0,-244
-192,0,-244
-188,0,-244
-184,0,-244
-180,0,-244
-176,0,-244
-172,0,-244
-168,0,-244
-164,0,-244
-160,0,-244
-156,0,-244
-152,0,-244
-148,0,-244
-144,0,-244
-140,0,-244
-136,0,-244
-132,0,-244
-128,0,-244
-124,0,-244
-120,0,-244
-116,0,-244
-112,0,-244
-108,0,-244
-104,0,-244
-100,0,-244
-96,0,-244
-92,0,-244
-88,0,-244
-84,0,-244
-80,0,-244
-76,0,-244
-72,0,-244
-68,0,-244
-64,0,-244
-60,0,-244
-56,0,-244
-52,0,-244
-48,0,-244
-44,0,-244
-40,0,-244
-36,0,-244
-32,0,-244
-28,0,-244
-24,0,-244
-20,0,-244
-16,0,-244
-12,0,-244
-8,0,-244
-4,0,-244
0,0,-244
4,0,-244
8,0,-244
12,0,-244
16,0,-244
20,0,-244
24,0,-244
28,0,-244
32,0,-244
36,0,-244
40,0,-244
44,0,-244
48,0,-244
52,0,-244
56,0,-244
60,0,-244
64,0,-244
68,0,-244
72,0,-244
76,0,-244
80,0,-244
84,0,-244
88,0,-244
92,0,-244
96,0,-244
100,0,-244
104,0,-244
108,0,-244
112,0,-244
116,0,-244
120,0,-244
124,0,-244
128,0,-244
132,0,-244
136,0,-244
140,0,-244
144,0,-244
148,0,-244
152,0,-244
156,0,-244
160,0,-244
164,0,-244
168,0,-244
172,0,-244
176,0,-244
180,0,-244
184,0,-244
188,0,-244
192,0,-244
196,0,-244
200,0,-244
204,0,-244
208,0,-244
212,0,-244
216,0,-244
220,0,-244
224,0,-244
228,0,-244
232,0,-244
236,0,-244
240,0,-244
244,0,-244
248,0,-244
252,0,-244
-256,0,-240
-252,0,-240
-248,0,-240
-244,0,-240
-240,0,-240
-236,0,-240
-232,0,-240
-228,0,-240
-224,0,-240
-220,0,-240
