57,87
59,87
59,87
58,87
57,87
56,87
56,87
58,88
58,88
59,88
59,88
55,86
55,86
57,88
57,89
57,89
57,89
58,89
59,89
59,89
60,89
60,89
60,90
60,90
60,90
58,89
58,89
59,89
60,87
60,87
60,88
61,89
61,89
61,89
61,89
61,89
61,89
61,90
62,90
62,90
61,90
61,90
61,90
55,88
55,88
55,89
55,89
56,89
57,90
57,90
58,90
59,90
57,90
56,89
56,89
57,90
58,90
57,90
55,90
55,90
55,90
55,88
55,87
55,87
55,87
55,88
55,88
55,89
56,89
56,90
56,90
56,90
56,90
54,87
54,87
54,88
53,89
53,90
53,90
53,90
54,89
54,89
54,89
54,90
54,90
54,90
54,90
54,90
53,90
54,91
53,91
53,91
54,91
54,91
55,90
55,90
53,91
51,91
52,90
52,89
52,89
52,90
52,90
52,90
52,89
52,88
53,88
53,88
53,88
53,89
53,88
53,87
54,87
54,87
54,87
54,86
54,86
51,88
51,88
51,88
51,88
51,88
50,89
50,89
51,90
50,90
51,89
51,89
50,87
50,87
50,87
50,88
50,88
50,89
49,87
49,87
49,87
49,88
49,89
49,89
41,72
41,72
41,72
42,72
42,73
42,73
42,73
41,75
41,75
41,75
41,75
41,76
43,75
42,75
43,74
42,74
42,74
42,74
41,74
41,74
40,75
40,75
40,75
40,75
40,75
40,75
40,74
40,74
41,73
39,75
39,75
39,75
40,77
40,77
40,76
40,76
40,76
40,76
40,76
39,76
39,76
39,77
39,77
39,77
39,78
40,79
39,79
40,78
41,78
42,78
42,79
41,79
42,80
43,79
43,80
43,80
44,80
45,80
45,81
46,81
45,79
45,79
46,81
44,79
43,78
46,80
46,82
46,83
46,83
46,83
46,84
45,84
45,84
45,81
45,80
45,81
45,81
45,81
45,82
45,83
45,83
45,83
45,82
45,82
45,82
45,83
45,83
45,83
45,84
45,84
45,84
45,84
45,84
45,83
44,84
44,84
45,83
45,83
45,85
44,85
46,85
45,87
44,86
44,86
45,86
44,87
43,87
43,87
42,87
43,86
43,86
43,86
43,86
42,86
42,86
42,86
43,85
43,85
43,85
43,85
42,85
42,85
42,85
41,85
41,85
41,85
41,85
41,85
41,85
40,85
40,85
41,86
41,86
43,88
44,88
44,88
45,89
46,90
46,84
45,88
46,84
46,89
46,89
46,89
46,88
46,88
47,90
47,90
47,90
48,90
48,90
48,90
48,89
48,89
48,89
47,89
47,89
47,89
48,88
48,88
47,89
47,89
47,88
47,88
48,87
48,87
47,87
47,87
51,87
51,87
51,87
52,87
52,87
52,86
51,88
52,79
52,79
52,79
52,79
51,79
51,79
53,81
53,81
53,81
53,82
52,80
52,80
54,85
54,85
54,85
54,84
51,86
51,86
51,86
51,86
50,86
50,86
49,86
49,86
49,86
49,86
48,86
48,86
48,90
48,86
47,86
46,89
46,89
46,87
46,87
46,86
46,86
50,85
49,85
48,85
48,85
47,85
47,85
48,85
48,77
48,75
48,75
48,76
48,77
42,76
42,76
42,76
42,76
42,76
42,77
42,77
42,77
42,77
42,77
41,77
41,77
41,77
41,77
43,76
43,76
43,76
43,77
43,77
43,77
43,77
43,77
43,77
44,76
44,76
44,77
44,77
44,78
47,84
47,83
48,84
47,82
47,81
47,80
46,79
51,84
51,84
50,84
49,84
51,83
51,83
49,83
47,83
50,83
50,83
50,82
50,82
50,82
48,82
47,82
48,83
48,83
48,83
49,82
49,82
49,82
50,82
50,82
50,81
50,80
49,80
49,80
49,80
49,80
48,80
48,81
49,81
48,81
48,80
48,80
48,79
48,79
48,79
48,79
48,79
48,79
50,79
50,79
51,79
51,79
51,79
52,79
50,78
51,78
49,78
49,77
48,77
48,77
48,77
48,78
48,78
48,78
48,76
48,76
48,78
48,79
49,79
49,80
50,79
49,79
49,79
50,79
52,80
52,80
53,80
53,80
52,81
52,81
52,82
52,83
53,83
53,82
52,81
52,81
53,82
53,83
53,83
53,83
53,83
53,83
53,83
53,83
53,83
52,82
52,81
52,81
51,81
51,81
51,81
51,79
51,80
52,82
52,82
52,82
52,82
52,82
52,82
51,80
51,82
51,80
51,82
52,82
52,83
52,84
52,84
52,84
53,84
53,84
52,83
52,83
53,84
53,84
51,85
51,85
52,85
52,85
51,85
51,85
52,85
52,85
53,85
53,85
53,85
53,85
53,85
53,85
53,86
56,86
56,85
56,85
56,85
56,85
57,86
55,85
55,85
55,84
55,84
55,84
55,84
55,84
55,83
55,83
56,83
54,84
54,84
54,83
54,83
54,83
54,83
54,84
54,84
54,82
54,82
54,82
54,82
54,83
53,82
54,85
53,81
53,80
53,80
53,81
53,81
47,79
47,79
47,78
47,77
47,76
47,76
47,77
46,78
46,78
45,78
45,78
45,77
45,77
45,77
45,77
45,77
46,77
46,77
46,76
46,75
46,75
46,75
46,75
47,75
47,74
46,74
45,74
45,74
45,75
45,75
45,76
45,76
44,75
44,75
44,74
47,73
47,72
46,73
46,72
45,73
44,73
43,73
43,72
44,72
44,72
44,72
45,71
45,72
45,72
45,70
44,71
44,70
44,69
44,68
44,67
43,68
43,69
43,70
43,71
43,67
44,66
45,65
45,65
45,63
45,65
43,66
43,65
42,65
42,66
43,64
44,64
44,65
44,63
43,62
43,61
44,60
43,60
45,60
44,59
43,58
43,59
44,58
45,59
46,58
46,57
47,57
48,56
49,56
48,56
47,56
46,58
45,57
45,58
45,57
44,57
45,56
45,56
46,56
46,56
46,55
46,55
45,55
47,55
48,55
48,55
49,55
50,55
50,54
51,53
50,53
51,54
49,53
49,54
48,54
48,54
47,54
46,54
49,53
48,53
50,52
51,52
52,52
52,54
52,53
53,54
53,54
53,53
51,55
51,56
53,55
53,56
51,57
52,57
50,56
50,57
